name,type,mass_solar,age_gyr,distance_pc,lifespan_gyr,papers
Kepler-1167 b,star,0.79,4.27,820.905,18.027365821599485,633
Kepler-1740 b,star,0.943,5.0,1061.77,11.58032553830367,3738
Kepler-1581 b,star,1.12,4.17,493.175,7.532774095368844,2758
Kepler-644 b,star,1.49,1.62,1318.05,3.690067656948068,1554
Kepler-1752 b,star,0.824,7.2,962.888,16.224897832884807,676
Kepler-280 c,star,0.962,5.62,780.361,11.016973883430357,1474
Kepler-1208 b,star,0.8,4.47,825.176,17.469281074217104,3004
Kepler-263 c,star,0.793,2.24,754.747,17.857350860412858,147
HD 136352 b,star,0.87,12.3,14.682,14.164520211887895,779
Kepler-1101 b,star,0.94,4.27,742.473,11.672943031448547,427
HD 168746 b,star,1.07,8.0,41.5681,8.443850895673538,1573
HAT-P-7 b,star,1.56,1.78,341.079,3.2899439884345645,898
Kepler-560 b,star,0.34,4.07,109.308,100.0,4549
Kepler-150 d,star,0.956,1.74,891.092,11.190648876524536,2998
Kepler-498 b,star,0.98,3.89,938.844,10.518039822492824,4529
Kepler-817 b,star,1.03,3.55,1484.46,9.287673467473779,358
Kepler-937 b,star,1.15,3.24,1571.46,7.051076054747175,3726
K2-10 b,star,0.88,5.0,272.36,13.765542120067822,1135
Kepler-571 b,star,0.93,4.68,723.875,11.98926690635247,4010
Kepler-1458 b,star,0.96,4.17,544.45,11.074443643225452,286
K2-335 b,star,1.23,5.0,557.993,5.959875964488283,3228
Kepler-1600 c,star,0.818,6.92,1030.81,16.524059146243694,4685
HIP 41378 f,star,1.16,4.279,106.289,6.9000943139510955,405
Kepler-221 d,star,0.854,1.78,385.231,14.837315215551456,1760
Kepler-626 b,star,1.01,5.37,635.643,9.754310265758154,3191
K2-39 b,star,0.66,6.7,307.47,28.25791803933258,3877
Kepler-1549 b,star,0.88,4.79,803.052,13.765542120067822,3893
K2-62 c,star,0.67,5.0,112.467,27.215291681065985,4373
Kepler-1149 b,star,1.02,3.98,1217.73,9.516989071286758,2172
Kepler-1288 b,star,1.2,2.88,814.078,6.33938145260609,64
Kepler-128 b,star,1.184,4.07,396.379,6.555725250077468,4393
Kepler-1245 b,star,0.86,4.57,805.936,14.579877393650408,3150
Kepler-1068 b,star,1.01,4.17,1473.61,9.754310265758154,3579
Kepler-311 c,star,0.994,1.95,778.654,10.151589292862802,121
Kepler-150 e,star,0.956,1.74,891.092,11.190648876524536,3381
Kepler-272 c,star,0.91,13.18,889.608,12.65891603335247,4566
Kepler-152 c,star,0.779,2.0,441.09,18.670517506318753,3058
Kepler-1506 b,star,0.95,3.98,2366.02,11.368181186539104,4142
HAT-P-22 b,star,1.13,12.4,81.7647,7.367224280551316,4232
K2-25 b,star,0.2634,0.73,44.9565,100.0,2483
CoRoT-3 b,star,1.37,2.2,768.771,4.551961520148973,3418
HD 205739 b,star,1.22,2.84,92.5087,6.082756385549485,4812
NGTS-10 b,star,0.696,10.4,324.69865036,24.744398486289896,3509
HD 224693 b,star,1.31,4.12,93.5015,5.091218790635964,4249
HD 156279 b,star,0.94,4.1,36.1945,11.672943031448547,2971
HD 12661 b,star,1.2,6.39,37.8478,6.33938145260609,2697
2MASS J12073346-3932539 b,star,0.024,0.008,64.308,100.0,3196
HD 16417 b,star,1.2,7.0,25.3936,6.33938145260609,1410
HD 19994 b,star,1.365,2.4,22.5242,4.593760737548208,3340
61 Vir b,star,0.942,8.96,8.50332,11.61108335989013,1303
HD 156279 c,star,0.94,4.1,36.1945,11.672943031448547,1090
GJ 179 b,star,0.357,5.0,12.356,100.0,617
GQ Lup b,star,0.7,0.001,151.169,24.392420598661097,3972
GJ 832 b,star,0.45,8.1,4.96435,73.61540666665974,2460
HD 37605 b,star,0.94,5.65,46.7864,11.672943031448547,2766
HD 33283 b,star,1.38,3.63,89.8623,4.469946076237916,1269
Kepler-4 b,star,1.223,4.5,487.916,6.045522716609205,4280
HD 9446 b,star,1.0,5.0,50.3503,10.0,1624
61 Vir c,star,0.942,8.96,8.50332,11.61108335989013,3490
61 Vir d,star,0.942,8.96,8.50332,11.61108335989013,1886
HD 134987 c,star,1.1,8.4,26.1804,7.8798561094677035,3455
HD 110014 b,star,2.17,0.95,100.758,1.4416195572259567,3717
HD 79498 b,star,1.08,2.71,48.9489,8.249746644799178,3936
WASP-43 b,star,0.58,7.0,86.7467,39.03282784177247,4042
HD 45652 b,star,0.92,8.4,34.8541,12.317722947606022,775
HIP 79431 b,star,0.49,5.0,14.5324,59.49901826619861,1179
HD 3167 b,star,0.837,7.8,47.2899,15.60221847726522,4857
GJ 876 b,star,0.32,1.0,4.67517,100.0,3362
HD 114783 c,star,0.9,6.0,21.0628,13.01348831345012,1473
HD 47186 c,star,0.96,6.5,37.4574,11.074443643225452,1965
HD 114783 b,star,0.853,6.0,21.0628,14.88083914131118,4348
HD 148156 b,star,1.22,5.0,57.1289,6.082756385549485,2732
HD 12661 c,star,1.02,6.39,37.8478,9.516989071286758,1751
HIP 14810 c,star,1.01,5.84,50.48,9.754310265758154,1808
HIP 14810 b,star,1.01,5.84,50.48,9.754310265758154,1884
GJ 876 d,star,0.32,1.0,4.67517,100.0,1910
GJ 876 e,star,0.32,1.0,4.67517,100.0,1410
gam1 Leo b,star,1.23,2.412,39.8883,5.959875964488283,1779
HAT-P-12 b,star,0.733,2.5,142.751,21.73902507068398,147
HD 156411 b,star,1.25,4.28,56.8655,5.724334022399462,1215
HD 8535 b,star,1.13,5.0,55.4401,7.367224280551316,313
HD 37605 c,star,0.94,5.65,46.7864,11.672943031448547,908
K2-138 c,star,0.935,2.8,202.585,11.829624867626048,2731
HD 1605 c,star,1.33,4.36,88.8047,4.901972805269489,1990
HAT-P-18 b,star,0.77,12.4,161.4,19.22087644790655,4329
WASP-31 b,star,1.163,1.0,383.829,6.855682765528911,3595
BD+20 2457 b,star,2.8,5.0,1539.71,0.7622631437081593,575
HD 240210 b,star,0.82,5.085,372.405,16.423486923683306,3771
CoRoT-17 b,star,1.04,10.7,1176.12,9.06601956075185,4266
HD 132563 b,star,1.231,2.31,105.155,5.9477796092129385,4674
HD 55696 b,star,1.29,2.64,77.9693,5.2908533521160015,2844
HD 148164 b,star,1.21,2.41,77.1971,6.209213230591552,2616
24 Sex c,star,1.54,2.7,72.0691,3.3978030191658806,3576
K2-138 f,star,0.935,2.8,202.585,11.829624867626048,3890
CoRoT-5 b,star,1.0,6.9,882.472,10.0,2917
HD 192310 c,star,0.8,7.81,8.79687,17.469281074217104,3933
HD 22781 b,star,0.75,4.8,32.6034,20.528009571186693,3107
HD 68988 b,star,1.28,6.0,60.8447,5.394796609394436,4451
HD 148164 c,star,1.21,2.41,77.1971,6.209213230591552,4015
HD 29985 b,star,0.75,5.0,31.2707,20.528009571186693,2157
HD 221416 b,star,1.212,4.9,95.5483,6.183629358171241,438
HD 3167 c,star,0.837,7.8,47.2899,15.60221847726522,664
HD 90156 b,star,0.84,4.4,21.9496,15.463285872731886,4314
KOI-217 b,star,0.95,1.7,914.699,11.368181186539104,4635
HD 45350 b,star,0.98,8.0,46.8733,10.518039822492824,4052
TrES-3 b,star,0.928,0.9,231.337,12.05396870090189,4364
WASP-10 b,star,0.75,7.0,140.998,20.528009571186693,337
Kepler-14 b,star,1.512,2.2,798.0,3.5573002435124135,182
MOA-2009-BLG-266L b,star,0.56,5.0,3040.0,42.61180515185337,1379
Kepler-15 b,star,1.018,3.7,739.412,9.563801530669084,3533
Kepler-595 c,star,0.93,2.7,643.009,11.98926690635247,4742
Kepler-595 b,star,0.93,2.7,643.009,11.98926690635247,310
HD 177830 c,star,1.47,4.4,62.7674,3.816863801389803,2683
ups And c,star,1.3,5.0,13.4054,5.189692421935083,1812
WASP-5 b,star,0.96,5.4,309.137,11.074443643225452,771
OGLE-TR-111 b,star,0.82,8.8,1068.33,16.423486923683306,1853
Kepler-17 b,star,1.04,1.8,720.753,9.06601956075185,846
CoRoT-18 b,star,0.95,0.6,764.889,11.368181186539104,868
HD 192310 b,star,0.8,7.81,8.79687,17.469281074217104,2899
PSR B1257+12 b,star,1.4,3.0,600.0,4.312011503716922,1047
PSR B1257+12 d,star,1.4,3.0,600.0,4.312011503716922,1200
ups And d,star,1.3,5.0,13.4054,5.189692421935083,1864
MOA-2007-BLG-192L b,star,0.06,5.0,1000.0,100.0,3120
Kepler-40 b,star,1.48,2.8,2305.01,3.752716109052166,1060
TOI-756 b,star,0.505,3.2,86.1759,55.17871147772115,3286
HD 107148 b,star,1.12,5.6,49.4156,7.532774095368844,4591
SWEEPS-11 b,star,1.1,5.0,8500.0,7.8798561094677035,652
