t,real_name,P,R,Xi,death_type,narration
0,Sirius,0.3075,0.9123,0.5343,alive,私はもう爆発しない。
0,Alpha Centauri A,0.8104,0.5918,0.6552,alive,私は今日も、昨日と同じように燃えている。
0,Altair,0.07,0.9563,0.4636,alive,私は失ったあとで、やっと安定した。
0,Altair,0.6736,0.0,0.4568,alive,私はもう爆発しない。
0,Sirius,0.348,0.0,0.517,alive,私は失ったあとで、やっと安定した。
0,Vega,0.434,0.9221,0.3102,alive,私はもう爆発しない。
0,Alpha Centauri A,0.4653,0.3891,0.0898,alive,私は特別ではない。ただ、長く続くだけだ。
0,Altair,0.5773,0.8986,0.1427,alive,私は失ったあとで、やっと安定した。
0,Altair,0.665,0.0,0.0548,alive,私はもう爆発しない。
0,Bellatrix,0.1954,0.0,0.102,alive,青は若さの色ではなく、余命の短さの色だ。
0,Alpha Centauri A,0.4035,0.947,0.3342,alive,私は特別ではない。ただ、長く続くだけだ。
0,Spica,0.3847,0.9255,0.4899,alive,私は生まれた瞬間から、燃えすぎていた。
0,Sun,0.2136,0.8967,0.4569,alive,私は今日も、昨日と同じように燃えている。
0,Sun,0.8858,0.1062,0.836,alive,私は特別ではない。ただ、長く続くだけだ。
0,Sirius,0.1859,0.6243,0.113,alive,私は失ったあとで、やっと安定した。
0,Sun,0.2725,0.8096,0.598,alive,私は今日も、昨日と同じように燃えている。
0,Vega,0.6634,0.8079,0.1426,alive,私はもう爆発しない。
0,Rigel,0.7267,0.0,0.0298,alive,青は若さの色ではなく、余命の短さの色だ。
0,Sirius,0.8096,0.0,0.5428,alive,私はもう爆発しない。
0,Sirius,0.4223,0.8852,0.144,alive,私は失ったあとで、やっと安定した。
1,Sirius,0.2591,0.912,0.5827,alive,私はもう爆発しない。
1,Alpha Centauri A,0.8101,0.5913,0.6525,alive,私は特別ではない。ただ、長く続くだけだ。
1,Altair,0.0073,0.9554,0.525,alive,私は失ったあとで、やっと安定した。
1,Altair,0.6671,0.0,0.4482,alive,私はもう爆発しない。
1,Sirius,0.3033,0.0,0.5622,alive,私はもう爆発しない。
1,Vega,0.3682,0.921,0.3769,alive,私は失ったあとで、やっと安定した。
1,Alpha Centauri A,0.4649,0.3888,0.0879,alive,私は特別ではない。ただ、長く続くだけだ。
1,Altair,0.5609,0.8977,0.1247,alive,私は失ったあとで、やっと安定した。
1,Altair,0.6507,0.0,0.0716,alive,私は失ったあとで、やっと安定した。
1,Bellatrix,0.0832,0.0,0.2134,alive,青は若さの色ではなく、余命の短さの色だ。
1,Alpha Centauri A,0.4014,0.9467,0.3315,alive,私は特別ではない。ただ、長く続くだけだ。
1,Spica,0.2942,0.9242,0.5808,alive,青は若さの色ではなく、余命の短さの色だ。
1,Sun,0.2133,0.8965,0.457,alive,私は今日も、昨日と同じように燃えている。
1,Sun,0.8856,0.1062,0.8324,alive,私は今日も、昨日と同じように燃えている。
1,Sirius,0.177,0.6237,0.1213,alive,私はもう爆発しない。
1,Sun,0.2702,0.8096,0.6005,alive,私は今日も、昨日と同じように燃えている。
1,Vega,0.6601,0.8073,0.1364,alive,私は失ったあとで、やっと安定した。
1,Rigel,0.6305,0.0,0.0809,alive,私は生まれた瞬間から、燃えすぎていた。
1,Sirius,0.7635,0.0,0.4932,alive,私は失ったあとで、やっと安定した。
1,Sirius,0.4175,0.8843,0.1495,alive,私はもう爆発しない。
2,Sirius,0.2106,0.9122,0.631,alive,私はもう爆発しない。
2,Alpha Centauri A,0.8098,0.5905,0.6488,alive,私は特別ではない。ただ、長く続くだけだ。
2,Altair,0.0,0.9554,0.5314,dead,私は光の墓標になった。
2,Altair,0.6606,0.0,0.4391,alive,私はもう爆発しない。
2,Sirius,0.2586,0.0,0.6072,alive,私は失ったあとで、やっと安定した。
2,Vega,0.3025,0.9199,0.443,alive,私は失ったあとで、やっと安定した。
2,Alpha Centauri A,0.4646,0.3889,0.0862,alive,私は特別ではない。ただ、長く続くだけだ。
2,Altair,0.5445,0.8974,0.1063,alive,私は失ったあとで、やっと安定した。
2,Altair,0.6363,0.0,0.0885,alive,私はもう爆発しない。
2,Bellatrix,0.0,0.0,0.2952,dead,私は速すぎた。だから先に終わる。
2,Alpha Centauri A,0.3994,0.9464,0.3287,alive,私は今日も、昨日と同じように燃えている。
2,Spica,0.2036,0.9231,0.6713,alive,青は若さの色ではなく、余命の短さの色だ。
2,Sun,0.2131,0.8961,0.4573,alive,私は今日も、昨日と同じように燃えている。
2,Sun,0.8853,0.1062,0.8282,alive,私は特別ではない。ただ、長く続くだけだ。
2,Sirius,0.1681,0.6238,0.1298,alive,私はもう爆発しない。
2,Sun,0.268,0.8088,0.6029,alive,私は今日も、昨日と同じように燃えている。
2,Vega,0.6568,0.8077,0.1303,alive,私は失ったあとで、やっと安定した。
2,Rigel,0.5344,0.0,0.1791,alive,私は生まれた瞬間から、燃えすぎていた。
2,Sirius,0.7174,0.0,0.4448,alive,私はもう爆発しない。
2,Sirius,0.4127,0.8848,0.1556,alive,私はもう爆発しない。
3,Sirius,0.1622,0.9115,0.6791,alive,私は失ったあとで、やっと安定した。
3,Alpha Centauri A,0.8094,0.5905,0.6451,alive,私は特別ではない。ただ、長く続くだけだ。
3,Altair,0.0,0.954,0.5303,dead,私は光の墓標になった。
3,Altair,0.6541,0.0,0.4305,alive,私は失ったあとで、やっと安定した。
3,Sirius,0.2138,0.0,0.6518,alive,私は失ったあとで、やっと安定した。
3,Vega,0.2368,0.9197,0.5091,alive,私はもう爆発しない。
3,Alpha Centauri A,0.4643,0.3889,0.0854,alive,私は今日も、昨日と同じように燃えている。
3,Altair,0.5282,0.8977,0.0887,alive,私は失ったあとで、やっと安定した。
3,Altair,0.622,0.0,0.1051,alive,私はもう爆発しない。
3,Bellatrix,0.0,0.0,0.2939,dead,私は速すぎた。だから先に終わる。
3,Alpha Centauri A,0.3973,0.9462,0.3268,alive,私は今日も、昨日と同じように燃えている。
3,Spica,0.1131,0.9219,0.761,alive,青は若さの色ではなく、余命の短さの色だ。
3,Sun,0.2128,0.8956,0.4574,alive,私は特別ではない。ただ、長く続くだけだ。
3,Sun,0.8851,0.1062,0.8245,alive,私は特別ではない。ただ、長く続くだけだ。
3,Sirius,0.1592,0.6238,0.1388,alive,私はもう爆発しない。
3,Sun,0.2658,0.8082,0.6053,alive,私は特別ではない。ただ、長く続くだけだ。
3,Vega,0.6534,0.8081,0.1245,alive,私は失ったあとで、やっと安定した。
3,Rigel,0.4382,0.0,0.2766,alive,青は若さの色ではなく、余命の短さの色だ。
3,Sirius,0.6713,0.0,0.3967,alive,私はもう爆発しない。
3,Sirius,0.4079,0.884,0.1616,alive,私はもう爆発しない。
4,Sirius,0.1138,0.9103,0.7268,alive,私はもう爆発しない。
4,Alpha Centauri A,0.8091,0.5904,0.6414,alive,私は今日も、昨日と同じように燃えている。
4,Altair,0.0,0.9533,0.5296,dead,私は光の墓標になった。
4,Altair,0.6476,0.0,0.4223,alive,私は失ったあとで、やっと安定した。
4,Sirius,0.1691,0.0,0.6961,alive,私はもう爆発しない。
4,Vega,0.171,0.9183,0.5744,alive,私はもう爆発しない。
4,Alpha Centauri A,0.464,0.3884,0.0844,alive,私は特別ではない。ただ、長く続くだけだ。
4,Altair,0.5118,0.8969,0.0714,alive,私は失ったあとで、やっと安定した。
4,Altair,0.6077,0.0,0.1216,alive,私は失ったあとで、やっと安定した。
4,Bellatrix,0.0,0.0,0.2927,dead,私は速すぎた。だから先に終わる。
4,Alpha Centauri A,0.3952,0.9451,0.3238,alive,私は今日も、昨日と同じように燃えている。
4,Spica,0.0225,0.9219,0.8503,alive,私は生まれた瞬間から、燃えすぎていた。
4,Sun,0.2126,0.8954,0.4577,alive,私は今日も、昨日と同じように燃えている。
4,Sun,0.8848,0.1061,0.8206,alive,私は特別ではない。ただ、長く続くだけだ。
4,Sirius,0.1503,0.6232,0.1475,alive,私はもう爆発しない。
4,Sun,0.2635,0.808,0.6078,alive,私は特別ではない。ただ、長く続くだけだ。
4,Vega,0.6501,0.8079,0.1186,alive,私はもう爆発しない。
4,Rigel,0.342,0.0,0.3733,alive,私は生まれた瞬間から、燃えすぎていた。
4,Sirius,0.6252,0.0,0.3488,alive,私は失ったあとで、やっと安定した。
4,Sirius,0.4031,0.8833,0.168,alive,私は失ったあとで、やっと安定した。
5,Sirius,0.0654,0.9103,0.7742,alive,私は失ったあとで、やっと安定した。
5,Alpha Centauri A,0.8088,0.5903,0.6386,alive,私は今日も、昨日と同じように燃えている。
5,Altair,0.0,0.9519,0.5286,dead,私は光の墓標になった。
5,Altair,0.6411,0.0,0.4139,alive,私はもう爆発しない。
5,Sirius,0.1243,0.0,0.7401,alive,私はもう爆発しない。
5,Vega,0.1053,0.9182,0.6394,alive,私は失ったあとで、やっと安定した。
5,Alpha Centauri A,0.4636,0.388,0.0828,alive,私は特別ではない。ただ、長く続くだけだ。
5,Altair,0.4954,0.8957,0.0538,alive,私は失ったあとで、やっと安定した。
5,Altair,0.5934,0.0,0.1383,alive,私は失ったあとで、やっと安定した。
5,Bellatrix,0.0,0.0,0.292,dead,私は速すぎた。だから先に終わる。
5,Alpha Centauri A,0.3932,0.9451,0.3222,alive,私は特別ではない。ただ、長く続くだけだ。
5,Spica,0.0,0.9219,0.8716,dead,私は速すぎた。だから先に終わる。
5,Sun,0.2123,0.8946,0.4577,alive,私は今日も、昨日と同じように燃えている。
5,Sun,0.8845,0.1061,0.8178,alive,私は今日も、昨日と同じように燃えている。
5,Sirius,0.1414,0.6228,0.1566,alive,私は失ったあとで、やっと安定した。
5,Sun,0.2613,0.8068,0.6101,alive,私は特別ではない。ただ、長く続くだけだ。
5,Vega,0.6468,0.8079,0.1128,alive,私は失ったあとで、やっと安定した。
5,Rigel,0.2458,0.0,0.4699,alive,私は生まれた瞬間から、燃えすぎていた。
5,Sirius,0.579,0.0,0.3005,alive,私はもう爆発しない。
5,Sirius,0.3983,0.8819,0.1736,alive,私はもう爆発しない。
6,Sirius,0.017,0.9104,0.8214,alive,私はもう爆発しない。
6,Alpha Centauri A,0.8085,0.5896,0.6349,alive,私は今日も、昨日と同じように燃えている。
6,Altair,0.0,0.9509,0.5277,dead,私は光の墓標になった。
6,Altair,0.6346,0.0,0.4055,alive,私はもう爆発しない。
6,Sirius,0.0796,0.0,0.784,alive,私はもう爆発しない。
6,Vega,0.0395,0.9177,0.7042,alive,私はもう爆発しない。
6,Alpha Centauri A,0.4633,0.388,0.0818,alive,私は今日も、昨日と同じように燃えている。
6,Altair,0.479,0.8953,0.0358,alive,私はもう爆発しない。
6,Altair,0.579,0.0,0.1547,alive,私は失ったあとで、やっと安定した。
6,Bellatrix,0.0,0.0,0.2913,dead,私は速すぎた。だから先に終わる。
6,Alpha Centauri A,0.3911,0.9437,0.3193,alive,私は今日も、昨日と同じように燃えている。
6,Spica,0.0,0.921,0.8703,dead,私は速すぎた。だから先に終わる。
6,Sun,0.2121,0.8947,0.4579,alive,私は今日も、昨日と同じように燃えている。
6,Sun,0.8843,0.1059,0.8142,alive,私は特別ではない。ただ、長く続くだけだ。
6,Sirius,0.1325,0.6221,0.1649,alive,私は失ったあとで、やっと安定した。
6,Sun,0.259,0.8066,0.6126,alive,私は特別ではない。ただ、長く続くだけだ。
6,Vega,0.6435,0.8078,0.1071,alive,私はもう爆発しない。
6,Rigel,0.1497,0.0,0.5657,alive,青は若さの色ではなく、余命の短さの色だ。
6,Sirius,0.5329,0.0,0.2527,alive,私はもう爆発しない。
6,Sirius,0.3935,0.8817,0.1798,alive,私は失ったあとで、やっと安定した。
7,Sirius,0.0,0.9095,0.8372,dead,私は光の墓標になった。
7,Alpha Centauri A,0.8082,0.5895,0.6308,alive,私は今日も、昨日と同じように燃えている。
7,Altair,0.0,0.9498,0.5267,dead,私は光の墓標になった。
7,Altair,0.6281,0.0,0.3964,alive,私は失ったあとで、やっと安定した。
7,Sirius,0.0349,0.0,0.8276,alive,私はもう爆発しない。
7,Vega,0.0,0.9171,0.7426,dead,私は光の墓標になった。
7,Alpha Centauri A,0.463,0.3875,0.0806,alive,私は今日も、昨日と同じように燃えている。
7,Altair,0.4627,0.8956,0.0186,alive,私は失ったあとで、やっと安定した。
7,Altair,0.5647,0.0,0.1711,alive,私は失ったあとで、やっと安定した。
7,Bellatrix,0.0,0.0,0.29,dead,私は速すぎた。だから先に終わる。
7,Alpha Centauri A,0.3891,0.9437,0.3176,alive,私は特別ではない。ただ、長く続くだけだ。
7,Spica,0.0,0.9202,0.869,dead,私は速すぎた。だから先に終わる。
7,Sun,0.2118,0.8944,0.4579,alive,私は今日も、昨日と同じように燃えている。
7,Sun,0.884,0.1059,0.81,alive,私は特別ではない。ただ、長く続くだけだ。
7,Sirius,0.1237,0.622,0.1732,alive,私はもう爆発しない。
7,Sun,0.2568,0.8055,0.615,alive,私は特別ではない。ただ、長く続くだけだ。
7,Vega,0.6401,0.8075,0.1019,alive,私は失ったあとで、やっと安定した。
7,Rigel,0.0535,0.0,0.6611,alive,青は若さの色ではなく、余命の短さの色だ。
7,Sirius,0.4868,0.0,0.205,alive,私は失ったあとで、やっと安定した。
7,Sirius,0.3887,0.8806,0.1859,alive,私は失ったあとで、やっと安定した。
8,Sirius,0.0,0.9083,0.8358,dead,私は光の墓標になった。
