name,type,mass_solar,age_gyr,distance_pc,lifespan_gyr,papers
SimStar-1,star,1.6150180141944441,2.6283395933911056,1363.3709035490745,3.016869835960605,1426
SimStar-2,star,0.8253337863382888,5.485504181243585,3193.627317959857,16.159426367801892,146
SimStar-3,star,0.5665916897447292,10.290960854355708,67.99041392754425,41.38324088910654,293
SimStar-4,star,0.9863545920669567,2.3947103840579707,467.91283638635855,10.34945124461169,894
SimStar-5,star,1.2748933250479326,0.8992803043156635,4743.0010290894625,5.448982106550929,1095
SimStar-6,star,0.6083795646224969,12.286057643390267,2910.0438775694993,34.6388492438009,1930
SimStar-7,star,0.7585593663151138,7.979328325655281,3795.9357044056,19.95382054493177,714
SimStar-8,star,1.3198999761919037,2.0987077255363826,3963.355020156674,4.996287805084182,609
SimStar-9,star,1.1336366065960992,3.164498628529919,143.46424603542465,7.30828283564826,1983
SimStar-10,star,1.0387201241677635,1.5681106284228001,433.03148936650496,9.093972481444352,510
SimStar-11,star,1.4690999154962991,1.7641065188925162,549.193999079882,3.822712754761721,707
SimStar-12,star,1.6446673057369514,1.0740740093565755,3950.6293905986363,2.8827358696567287,1331
SimStar-13,star,1.8423644365033849,0.9136515940229498,50.091634204987066,2.170506773958152,1138
SimStar-14,star,1.1598944510357887,3.671915103528697,2014.5069460255547,6.901664171263441,105
SimStar-15,star,0.949036503265268,2.4335979442115914,916.7100878621435,11.397056648386187,1796
SimStar-16,star,0.9388867577680357,6.995121423314357,4577.591668564454,11.70757546005546,909
SimStar-17,star,1.9923705596646188,0.9458644145648647,3419.3911029853316,1.7847389865528787,1054
SimStar-18,star,0.9191203565458818,7.698670917349221,4829.4548269314355,12.347215774339478,1012
SimStar-19,star,0.5433409420448225,25.411263719649735,4465.351349882194,45.95353459396514,707
SimStar-20,star,1.1360671585863737,5.385686055285031,714.8965253577219,7.269256381627284,1795
SimStar-21,star,0.6851579931180357,19.38710575186981,4787.984427365661,25.734941091552486,421
SimStar-22,star,1.4736703684526424,0.981273252332089,1731.326050014528,3.793142183136808,1265
SimStar-23,star,1.6161070346828068,0.23967935107590133,3155.378255120165,3.0117900783223486,893
SimStar-24,star,0.6204586379742413,9.859083640375164,2967.1603599177256,32.977513903968536,820
SimStar-25,star,1.7452395034713108,0.8909244537693778,2832.0470743988903,2.485206113633094,1782
SimStar-26,star,1.4087923251317878,2.4471894118574986,1541.5078833068976,4.2450475327266055,659
SimStar-27,star,1.698505305403746,1.1251461899718564,2847.4936836371517,2.6597004734985705,1626
SimStar-28,star,1.3602340456345001,0.5559375211639674,4692.977124854086,4.634105302746574,1727
SimStar-29,star,0.5204529819534738,3.7093245050307813,3190.520211243833,51.17363262842432,860
SimStar-30,star,0.7669491947002449,16.166826361608653,1932.2606134839505,19.4125912680448,319
SimStar-31,star,1.5161498865622525,1.238030948969462,3095.505423001367,3.533008282685783,724
SimStar-32,star,1.2385524742866818,0.44491152037468873,802.6276662115629,5.857522586003262,1741
SimStar-33,star,0.5480906433108772,25.206881381680407,1465.4414931472495,44.964423514384364,827
SimStar-34,star,0.7027339897391752,14.569112048340253,1107.5478406747088,24.155865353240646,518
SimStar-35,star,1.9817023885508334,0.2825321407494459,4784.080224030723,1.8088556798392361,280
SimStar-36,star,1.6400102512324217,0.5528000190720439,2148.8755009086676,2.903244374755916,1597
SimStar-37,star,1.1455990583806654,3.551784071935054,2708.904471491622,7.118989952771405,845
SimStar-38,star,1.5976475166472441,2.452483486345573,3135.48992874134,3.099542376174884,132
SimStar-39,star,1.1671727738292466,2.059279692815695,3708.0810215680713,6.794572374487631,1767
SimStar-40,star,1.732691030149066,2.2478050160533347,3006.1331714979624,2.5304466311352942,1233
SimStar-41,star,0.5389453179985824,38.93367874921009,1241.6161751218679,46.896263517259,1778
SimStar-42,star,0.5851772173341439,7.817257681631785,2766.0488770660445,38.17521366300248,1842
SimStar-43,star,1.3469682918437105,4.077656650067914,704.4131239724854,4.749048108249837,230
SimStar-44,star,1.582996032865371,0.26264750741514026,3506.045050515698,3.171760847187595,1091
SimStar-45,star,1.5700362106902803,2.6455656847561384,2839.18281001189,3.2376196534056336,1440
SimStar-46,star,1.3131780254530543,2.6730980044869592,387.07711481240165,5.0604714996096405,376
SimStar-47,star,0.696767001394252,19.658416896597302,3446.0366534929994,24.676358087139956,314
SimStar-48,star,0.9781958804177766,6.291053727360236,461.3077268995101,10.566603863549098,1598
SimStar-49,star,1.2661942751543556,1.1883479229131504,4276.09762098339,5.543054338095797,209
SimStar-50,star,1.00948953814496,5.938924519613382,1510.0800719137055,9.766645935505728,1328
