name,type,mass_solar,age_gyr,distance_pc,lifespan_gyr,papers
SimStar-0,star,9.395348061851553,0.004593682583752785,7172.226254153398,0.036958796078950217,499
SimStar-1,star,5.044868038059566,0.03461908433229815,3962.772427614152,0.17493450220573617,4239
SimStar-2,star,5.263482048990647,0.15208464271092406,1928.5590666858147,0.15733202581623115,1055
SimStar-3,star,16.17813317453681,0.00496521671162373,7169.241597719344,0.009499023995357491,3492
SimStar-4,star,15.089560000026996,0.0015625721164495246,8784.582424066224,0.011305989019500435,3808
SimStar-5,star,16.992446718373184,0.004028017257458478,7137.325805920182,0.008401565313915683,4395
SimStar-6,star,22.70233399469705,0.002287491113604834,7872.927009714582,0.004072149635919496,4212
SimStar-7,star,22.312286563055522,0.0019389640123394724,3638.7648579035017,0.004252455742152096,1115
SimStar-8,star,8.540828441184187,0.046484098324031234,907.4930054148048,0.04690833350427531,3300
SimStar-9,star,14.940035599000261,0.007476673805036613,5186.309930894201,0.01159100035723816,836
SimStar-10,star,13.527827949297741,0.012105141673165485,4441.533406114619,0.01485695548593661,4687
SimStar-11,star,7.93809278218174,0.025630647636610278,6214.810815710487,0.056326085901986685,122
SimStar-12,star,17.43187323588169,0.0027188750064338777,186.04762699916577,0.007882062102246366,1999
SimStar-13,star,8.873892316372356,0.019066773849267672,7923.869650355382,0.04262992948261253,4616
SimStar-14,star,24.723446384693837,0.0010016594507381942,5360.158837646945,0.003290239217614613,4721
SimStar-15,star,14.139315662227778,0.00498906034417925,4501.893227994723,0.013302370028371065,2305
SimStar-16,star,16.54396349733869,0.0011031144075381706,8780.382471303634,0.008982579963995716,4160
SimStar-17,star,16.551853258044524,0.008644124662098233,1136.3882909394904,0.008971879489699294,1224
SimStar-18,star,17.94232546865812,0.003107938409203812,4176.860447392032,0.007333362848197807,2477
SimStar-19,star,13.330608522996217,0.015176899768754578,8803.507840748214,0.015412570034877147,2160
