name,type,mass_solar,age_gyr,distance_pc,lifespan_gyr,papers
SimStar-0,star,14.54195011768174,0.0035936046251690192,7873.542915361185,0.012400619263655445,4376
SimStar-1,star,3.5550303445641123,0.06958865201303543,7122.739725197262,0.4196543409007227,4340
SimStar-2,star,15.928376136102354,0.006292334467256562,2109.565016494716,0.009875776284995908,2010
SimStar-3,star,15.888606144153202,0.0035911911210510946,183.5739007550704,0.00993769127775182,3770
SimStar-4,star,12.380797329207516,0.008293917269332299,9180.054410111683,0.0185407997833421,548
SimStar-5,star,23.44714679403782,0.0007467942567347943,4797.408196254425,0.003756427350612534,4220
SimStar-6,star,3.321188729729338,0.0488707810737173,4593.774367009897,0.4974691014638162,3933
SimStar-7,star,2.0843163480353306,0.8172677710716624,4285.755976276257,1.5943766038611473,4556
SimStar-8,star,10.000275018127965,0.0028536439361027226,8681.81254511301,0.03162060249711468,4502
SimStar-9,star,0.6072565005485122,1.725889563198292,8078.093555887254,34.7992247295303,2007
SimStar-10,star,6.633282791244317,0.050025498661044186,3216.8583728121143,0.08824268588767328,3536
SimStar-11,star,7.511000881717013,0.021003482977787428,7095.030776395707,0.06467783403452054,875
SimStar-12,star,6.393039589080658,0.024364557522824536,8439.997175784743,0.09676794436114461,2614
SimStar-13,star,15.406552035332624,0.010361823745220346,2437.954675633814,0.01073337646691138,2043
SimStar-14,star,10.454475886853917,0.013283385529759655,3754.717130374247,0.028297256850452604,2288
SimStar-15,star,15.467796952607898,0.0029157496399931423,364.87903407073503,0.010627444459867557,1241
SimStar-16,star,2.946434259698569,0.2364546576955384,1153.7019145957895,0.6710549911626674,2716
SimStar-17,star,6.293337195900789,0.08053773742214122,3756.1796214283513,0.10064622623716339,4637
SimStar-18,star,19.225375592610416,0.00021948186434627166,1516.7455217595837,0.006170394302529826,755
SimStar-19,star,21.392644927620093,0.0036641739214092243,5767.375472186677,0.004724314410097537,336
