name,type,mass_solar,age_gyr,distance_pc,lifespan_gyr,papers
SimStar-0,star,22.49857563123208,0.001741384642441271,4625.216280392191,0.004164975391326536,3171
SimStar-1,star,5.040337046521139,0.011938288036989568,4220.249102013989,0.17532790904469228,454
SimStar-2,star,12.86493699944931,0.016176461285115126,6269.185629503577,0.016845381096138243,4646
SimStar-3,star,16.62559288933125,0.0030966632460496003,2705.5655412088013,0.008872727541571172,616
SimStar-4,star,24.69034496113005,0.00018241635000469916,7884.23460753761,0.003301278060621252,3176
SimStar-5,star,4.098917269795656,0.12175981720135667,6634.628895585514,0.2939863172333825,3964
SimStar-6,star,6.627687412920909,0.0016571098597270824,6586.647303939154,0.08842904949367225,1439
SimStar-7,star,24.721988714398616,0.0009609629218432549,7872.003140163904,0.003290724240899047,3433
SimStar-8,star,23.65883153709018,0.0035491393289110713,5952.737707491633,0.003672964834025285,1523
SimStar-9,star,13.985918853357541,0.009639538477677175,6372.354867784941,0.013670125122835304,638
SimStar-10,star,7.834825000004557,0.008446187468632125,4355.204233764304,0.05820050445209118,1379
SimStar-11,star,9.07791056052344,0.03221303742506861,8107.556187057669,0.04027497236252441,1220
SimStar-12,star,18.365676188880308,0.00021082501596441278,1736.2073427845296,0.00691803401170486,1873
SimStar-13,star,11.058951189544327,0.006943576485145187,5907.908070329736,0.024587543818769333,691
SimStar-14,star,6.2607897991805315,0.027613538030228195,101.58776066812281,0.10195938157121417,4010
SimStar-15,star,3.4077769892180845,0.006192625540650062,3477.9648004866876,0.46646824559260364,2967
SimStar-16,star,21.34316357559005,0.0016298362567640284,4691.792645748563,0.004751743812345434,1980
SimStar-17,star,21.069663256643203,0.001681226738710416,9879.314771042886,0.004907451469468151,1585
SimStar-18,star,10.748474728144801,0.025072096344032735,2722.1591510517464,0.02640176133320863,2034
SimStar-19,star,9.77135755342724,0.003631858716552915,6594.117070074985,0.03350524028178082,4535
