name,type,mass_solar,age_gyr,distance_pc,lifespan_gyr,papers
SimStar-0,star,17.16387575109482,0.007596186961870183,7023.012829048915,0.00819335165414447,4946
SimStar-1,star,17.63528671934764,0.005195596736017099,7472.736641959718,0.007656736256163039,1143
SimStar-2,star,15.015322929235586,0.0027751248428285694,9970.491932065886,0.011446252126196507,836
SimStar-3,star,20.10268410638259,0.002681928782124824,241.57880816456128,0.00551905700089721,1991
SimStar-4,star,16.349113640496512,0.0024148560039681253,7964.686760936104,0.009252614509553048,1795
SimStar-5,star,19.960601164388155,0.0030980626082582016,4865.718125886191,0.005617795907828586,786
SimStar-6,star,10.00553356859861,0.01838446160605933,3665.015426893215,0.03157907222883642,190
SimStar-7,star,9.497786651154781,0.01655490521610095,9110.497349261314,0.03597029300696327,1015
SimStar-8,star,9.342037239129192,0.03269199824137603,5650.2396934064,0.03748832312987429,1501
SimStar-9,star,12.802828352512162,0.01299617739014683,2099.289611669088,0.017050424368794836,3181
SimStar-10,star,19.032634021254864,0.0010579084262961433,7661.021460074207,0.006327800208033995,606
SimStar-11,star,15.990807655931809,0.0007530219143655116,175.54011215286067,0.009779665518399067,2805
SimStar-12,star,18.387040084152673,0.0054311157235409765,9120.7465276772,0.006897956366640523,3646
SimStar-13,star,5.0895988069847435,0.026424545877541006,3491.615455296209,0.17111619915499834,2518
SimStar-14,star,23.61726673534489,8.55312265048885e-05,7987.283327950392,0.0036891465991980787,4660
SimStar-15,star,21.637043540509392,0.000793479233098973,7191.511658197326,0.004592035136545671,694
SimStar-16,star,24.803703161731388,0.001541901381658491,131.55786401407136,0.0032636883917255555,4993
SimStar-17,star,4.49019372387899,0.151611095274323,5159.720378928987,0.23406544502355045,2696
SimStar-18,star,9.07102911319036,0.001260140989159243,128.51180754858666,0.040351399140002554,4171
SimStar-19,star,22.896100295751616,0.0022230559926868605,1569.1989782625483,0.003986540705457478,789
