t,real_name,P,R,Xi,death_type,narration
0,Vega,0.194,0.8324,0.3464,alive,私はもう爆発しない。
0,Sirius,0.178,0.0,0.5976,alive,私はもう爆発しない。
0,Spica,0.613,0.1253,0.1302,alive,青は若さの色ではなく、余命の短さの色だ。
0,Bellatrix,0.7712,0.9326,0.3252,alive,青は若さの色ではなく、余命の短さの色だ。
0,Altair,0.3037,0.9072,0.108,alive,私はもう爆発しない。
0,Altair,0.282,0.4731,0.4487,alive,私は失ったあとで、やっと安定した。
0,Vega,0.1812,0.0,0.3174,alive,私はもう爆発しない。
0,Sirius,0.5576,0.0,0.2812,alive,私はもう爆発しない。
0,Spica,0.7671,0.0187,0.6888,alive,青は若さの色ではなく、余命の短さの色だ。
0,Sirius,0.5378,0.8906,0.2861,alive,私はもう爆発しない。
0,Altair,0.8218,0.5289,0.1289,alive,私は失ったあとで、やっと安定した。
0,Vega,0.6593,0.3705,0.044,alive,私は失ったあとで、やっと安定した。
0,Vega,0.2589,0.0,0.582,alive,私は失ったあとで、やっと安定した。
0,Alpha Centauri A,0.2768,0.8275,0.675,alive,私は今日も、昨日と同じように燃えている。
0,Altair,0.2668,0.9594,0.099,alive,私は失ったあとで、やっと安定した。
0,Altair,0.0,0.0,0.7139,dead,私は光の墓標になった。
0,Vega,0.2532,0.1171,0.2578,alive,私は失ったあとで、やっと安定した。
0,Altair,0.7268,0.784,0.6822,alive,私はもう爆発しない。
0,Sirius,0.2941,0.9526,0.0499,alive,私は失ったあとで、やっと安定した。
0,Altair,0.2009,0.0,0.178,alive,私はもう爆発しない。
1,Vega,0.1903,0.8315,0.35,alive,私は失ったあとで、やっと安定した。
1,Sirius,0.1721,0.0,0.6032,alive,私は失ったあとで、やっと安定した。
1,Spica,0.5002,0.1252,0.2445,alive,私は生まれた瞬間から、燃えすぎていた。
1,Bellatrix,0.6622,0.932,0.2142,alive,私は生まれた瞬間から、燃えすぎていた。
1,Altair,0.2878,0.9058,0.0928,alive,私は失ったあとで、やっと安定した。
1,Altair,0.2283,0.4724,0.5023,alive,私は失ったあとで、やっと安定した。
1,Vega,0.1595,0.0,0.3385,alive,私はもう爆発しない。
1,Sirius,0.5546,0.0,0.2769,alive,私は失ったあとで、やっと安定した。
1,Spica,0.6445,0.0187,0.5634,alive,私は生まれた瞬間から、燃えすぎていた。
1,Sirius,0.5317,0.8896,0.2937,alive,私は失ったあとで、やっと安定した。
1,Altair,0.7927,0.5292,0.1611,alive,私はもう爆発しない。
1,Vega,0.6534,0.3702,0.0524,alive,私はもう爆発しない。
1,Vega,0.2478,0.0,0.5932,alive,私は失ったあとで、やっと安定した。
1,Alpha Centauri A,0.2762,0.8279,0.6757,alive,私は特別ではない。ただ、長く続くだけだ。
1,Altair,0.232,0.9597,0.0646,alive,私はもう爆発しない。
1,Altair,0.0,0.0,0.7125,dead,私は光の墓標になった。
1,Vega,0.2258,0.1171,0.2313,alive,私はもう爆発しない。
1,Altair,0.6531,0.7841,0.6069,alive,私は失ったあとで、やっと安定した。
1,Sirius,0.2835,0.9519,0.0395,alive,私はもう爆発しない。
1,Altair,0.132,0.0,0.1104,alive,私は失ったあとで、やっと安定した。
2,Vega,0.1867,0.8309,0.3537,alive,私は失ったあとで、やっと安定した。
2,Sirius,0.1662,0.0,0.6088,alive,私はもう爆発しない。
2,Spica,0.3873,0.1252,0.3585,alive,私は生まれた瞬間から、燃えすぎていた。
2,Bellatrix,0.5532,0.9307,0.1036,alive,青は若さの色ではなく、余命の短さの色だ。
2,Altair,0.2719,0.9046,0.0778,alive,私はもう爆発しない。
2,Altair,0.1747,0.4722,0.5555,alive,私はもう爆発しない。
2,Vega,0.1378,0.0,0.3597,alive,私はもう爆発しない。
2,Sirius,0.5515,0.0,0.2727,alive,私は失ったあとで、やっと安定した。
2,Spica,0.5219,0.0187,0.4394,alive,青は若さの色ではなく、余命の短さの色だ。
2,Sirius,0.5257,0.8898,0.3014,alive,私はもう爆発しない。
2,Altair,0.7636,0.5291,0.1932,alive,私は失ったあとで、やっと安定した。
2,Vega,0.6474,0.3701,0.0608,alive,私はもう爆発しない。
2,Vega,0.2368,0.0,0.6044,alive,私はもう爆発しない。
2,Alpha Centauri A,0.2756,0.8278,0.6765,alive,私は今日も、昨日と同じように燃えている。
2,Altair,0.1972,0.9593,0.0303,alive,私は失ったあとで、やっと安定した。
2,Altair,0.0,0.0,0.711,dead,私は光の墓標になった。
2,Vega,0.1984,0.117,0.2054,alive,私はもう爆発しない。
2,Altair,0.5794,0.7833,0.5318,alive,私はもう爆発しない。
2,Sirius,0.2729,0.9512,0.0408,alive,私はもう爆発しない。
2,Altair,0.0632,0.0,0.0815,alive,私は失ったあとで、やっと安定した。
3,Vega,0.183,0.8302,0.3572,alive,私は失ったあとで、やっと安定した。
3,Sirius,0.1603,0.0,0.6143,alive,私は失ったあとで、やっと安定した。
3,Spica,0.2744,0.1251,0.4716,alive,私は生まれた瞬間から、燃えすぎていた。
3,Bellatrix,0.4442,0.9299,0.0773,alive,青は若さの色ではなく、余命の短さの色だ。
3,Altair,0.2561,0.9032,0.079,alive,私はもう爆発しない。
3,Altair,0.1211,0.4723,0.6088,alive,私はもう爆発しない。
3,Vega,0.116,0.0,0.3807,alive,私は失ったあとで、やっと安定した。
3,Sirius,0.5484,0.0,0.2679,alive,私はもう爆発しない。
3,Spica,0.3992,0.0187,0.3168,alive,青は若さの色ではなく、余命の短さの色だ。
3,Sirius,0.5196,0.8891,0.3091,alive,私はもう爆発しない。
3,Altair,0.7344,0.5286,0.2251,alive,私は失ったあとで、やっと安定した。
3,Vega,0.6415,0.3699,0.069,alive,私は失ったあとで、やっと安定した。
3,Vega,0.2257,0.0,0.6154,alive,私は失ったあとで、やっと安定した。
3,Alpha Centauri A,0.275,0.8266,0.6773,alive,私は特別ではない。ただ、長く続くだけだ。
3,Altair,0.1624,0.9592,0.0566,alive,私は失ったあとで、やっと安定した。
3,Altair,0.0,0.0,0.7098,dead,私は光の墓標になった。
3,Vega,0.1711,0.1169,0.1793,alive,私は失ったあとで、やっと安定した。
3,Altair,0.5058,0.7829,0.457,alive,私はもう爆発しない。
3,Sirius,0.2622,0.9515,0.0518,alive,私は失ったあとで、やっと安定した。
3,Altair,0.0,0.0,0.1439,dead,私は光の墓標になった。
4,Vega,0.1794,0.8298,0.3609,alive,私はもう爆発しない。
4,Sirius,0.1544,0.0,0.6195,alive,私はもう爆発しない。
4,Spica,0.1616,0.125,0.5839,alive,青は若さの色ではなく、余命の短さの色だ。
4,Bellatrix,0.3351,0.9295,0.1869,alive,青は若さの色ではなく、余命の短さの色だ。
4,Altair,0.2402,0.9024,0.0946,alive,私はもう爆発しない。
4,Altair,0.0674,0.4716,0.6614,alive,私は失ったあとで、やっと安定した。
4,Vega,0.0943,0.0,0.4018,alive,私はもう爆発しない。
4,Sirius,0.5454,0.0,0.2638,alive,私は失ったあとで、やっと安定した。
4,Spica,0.2766,0.0187,0.1939,alive,私は生まれた瞬間から、燃えすぎていた。
4,Sirius,0.5136,0.8884,0.3165,alive,私はもう爆発しない。
4,Altair,0.7053,0.5279,0.2568,alive,私は失ったあとで、やっと安定した。
4,Vega,0.6356,0.37,0.0772,alive,私はもう爆発しない。
4,Vega,0.2146,0.0,0.6264,alive,私はもう爆発しない。
4,Alpha Centauri A,0.2745,0.8265,0.678,alive,私は今日も、昨日と同じように燃えている。
4,Altair,0.1276,0.9588,0.091,alive,私は失ったあとで、やっと安定した。
4,Altair,0.0,0.0,0.7083,dead,私は光の墓標になった。
4,Vega,0.1437,0.1168,0.1533,alive,私は失ったあとで、やっと安定した。
4,Altair,0.4321,0.7824,0.3836,alive,私はもう爆発しない。
4,Sirius,0.2516,0.9512,0.0622,alive,私はもう爆発しない。
4,Altair,0.0,0.0,0.1425,dead,私は光の墓標になった。
5,Vega,0.1757,0.8288,0.364,alive,私はもう爆発しない。
5,Sirius,0.1485,0.0,0.6247,alive,私はもう爆発しない。
5,Spica,0.0487,0.125,0.6957,alive,青は若さの色ではなく、余命の短さの色だ。
5,Bellatrix,0.2261,0.9293,0.2965,alive,私は生まれた瞬間から、燃えすぎていた。
5,Altair,0.2243,0.9027,0.1112,alive,私は失ったあとで、やっと安定した。
5,Altair,0.0138,0.4716,0.7136,alive,私は失ったあとで、やっと安定した。
5,Vega,0.0726,0.0,0.4231,alive,私はもう爆発しない。
5,Sirius,0.5423,0.0,0.2595,alive,私はもう爆発しない。
5,Spica,0.154,0.0187,0.0729,alive,青は若さの色ではなく、余命の短さの色だ。
5,Sirius,0.5075,0.8888,0.3239,alive,私はもう爆発しない。
5,Altair,0.6762,0.5272,0.2883,alive,私は失ったあとで、やっと安定した。
5,Vega,0.6296,0.3699,0.0854,alive,私はもう爆発しない。
5,Vega,0.2036,0.0,0.6373,alive,私はもう爆発しない。
5,Alpha Centauri A,0.2739,0.8254,0.6787,alive,私は特別ではない。ただ、長く続くだけだ。
5,Altair,0.0928,0.9583,0.126,alive,私はもう爆発しない。
5,Altair,0.0,0.0,0.7073,dead,私は光の墓標になった。
5,Vega,0.1163,0.1167,0.1278,alive,私は失ったあとで、やっと安定した。
5,Altair,0.3584,0.7813,0.3097,alive,私は失ったあとで、やっと安定した。
5,Sirius,0.241,0.9515,0.0731,alive,私は失ったあとで、やっと安定した。
5,Altair,0.0,0.0,0.1416,dead,私は光の墓標になった。
6,Vega,0.1721,0.829,0.3678,alive,私はもう爆発しない。
6,Sirius,0.1426,0.0,0.6302,alive,私はもう爆発しない。
6,Spica,0.0,0.1249,0.743,dead,私は速すぎた。だから先に終わる。
6,Bellatrix,0.1171,0.9279,0.4047,alive,青は若さの色ではなく、余命の短さの色だ。
6,Altair,0.2085,0.9015,0.1275,alive,私は失ったあとで、やっと安定した。
6,Altair,0.0,0.4718,0.726,dead,私は光の墓標になった。
6,Vega,0.0509,0.0,0.4443,alive,私は失ったあとで、やっと安定した。
6,Sirius,0.5392,0.0,0.2555,alive,私は失ったあとで、やっと安定した。
6,Spica,0.0313,0.0187,0.1144,alive,私は生まれた瞬間から、燃えすぎていた。
6,Sirius,0.5015,0.889,0.3316,alive,私は失ったあとで、やっと安定した。
6,Altair,0.6471,0.527,0.3197,alive,私は失ったあとで、やっと安定した。
6,Vega,0.6237,0.3699,0.0936,alive,私はもう爆発しない。
6,Vega,0.1925,0.0,0.648,alive,私はもう爆発しない。
6,Alpha Centauri A,0.2733,0.8257,0.6795,alive,私は今日も、昨日と同じように燃えている。
6,Altair,0.0581,0.957,0.1605,alive,私は失ったあとで、やっと安定した。
6,Altair,0.0,0.0,0.7062,dead,私は光の墓標になった。
6,Vega,0.089,0.1166,0.1015,alive,私は失ったあとで、やっと安定した。
6,Altair,0.2848,0.7808,0.2356,alive,私は失ったあとで、やっと安定した。
6,Sirius,0.2303,0.9511,0.0837,alive,私は失ったあとで、やっと安定した。
6,Altair,0.0,0.0,0.1401,dead,私は光の墓標になった。
7,Vega,0.1684,0.828,0.3712,alive,私はもう爆発しない。
7,Sirius,0.1367,0.0,0.6356,alive,私はもう爆発しない。
7,Spica,0.0,0.1249,0.7418,dead,私は速すぎた。だから先に終わる。
7,Bellatrix,0.0081,0.928,0.5125,alive,私は生まれた瞬間から、燃えすぎていた。
7,Altair,0.1926,0.9007,0.1428,alive,私は失ったあとで、やっと安定した。
7,Altair,0.0,0.4718,0.7245,dead,私は光の墓標になった。
7,Vega,0.0292,0.0,0.4653,alive,私はもう爆発しない。
7,Sirius,0.5362,0.0,0.2511,alive,私は失ったあとで、やっと安定した。
7,Spica,0.0,0.0187,0.1453,dead,私は速すぎた。だから先に終わる。
7,Sirius,0.4954,0.8878,0.339,alive,私はもう爆発しない。
7,Altair,0.6179,0.5263,0.3509,alive,私は失ったあとで、やっと安定した。
7,Vega,0.6178,0.3698,0.102,alive,私はもう爆発しない。
7,Vega,0.1815,0.0,0.6587,alive,私はもう爆発しない。
7,Alpha Centauri A,0.2727,0.8246,0.6803,alive,私は特別ではない。ただ、長く続くだけだ。
7,Altair,0.0233,0.956,0.194,alive,私は失ったあとで、やっと安定した。
7,Altair,0.0,0.0,0.7049,dead,私は光の墓標になった。
7,Vega,0.0616,0.1166,0.0765,alive,私はもう爆発しない。
7,Altair,0.2111,0.781,0.1627,alive,私は失ったあとで、やっと安定した。
7,Sirius,0.2197,0.9509,0.0941,alive,私は失ったあとで、やっと安定した。
7,Altair,0.0,0.0,0.1386,dead,私は光の墓標になった。
8,Vega,0.1648,0.8276,0.3747,alive,私はもう爆発しない。
8,Sirius,0.1308,0.0,0.6409,alive,私は失ったあとで、やっと安定した。
8,Spica,0.0,0.1248,0.7403,dead,私は速すぎた。だから先に終わる。
8,Bellatrix,0.0,0.9277,0.5193,dead,私は速すぎた。だから先に終わる。
8,Altair,0.1767,0.901,0.1589,alive,私はもう爆発しない。
8,Altair,0.0,0.472,0.7233,dead,私は光の墓標になった。
8,Vega,0.0074,0.0,0.4856,alive,私はもう爆発しない。
8,Sirius,0.5331,0.0,0.2459,alive,私はもう爆発しない。
8,Spica,0.0,0.0186,0.1444,dead,私は速すぎた。だから先に終わる。
8,Sirius,0.4894,0.8878,0.3464,alive,私は失ったあとで、やっと安定した。
8,Altair,0.5888,0.5257,0.3819,alive,私はもう爆発しない。
8,Vega,0.6118,0.3693,0.1104,alive,私は失ったあとで、やっと安定した。
8,Vega,0.1704,0.0,0.6695,alive,私はもう爆発しない。
8,Alpha Centauri A,0.2722,0.8235,0.681,alive,私は今日も、昨日と同じように燃えている。
8,Altair,0.0,0.956,0.2164,dead,私は光の墓標になった。
8,Altair,0.0,0.0,0.7036,dead,私は光の墓標になった。
8,Vega,0.0342,0.1164,0.0509,alive,私はもう爆発しない。
8,Altair,0.1374,0.7806,0.0905,alive,私は失ったあとで、やっと安定した。
8,Sirius,0.2091,0.951,0.1054,alive,私はもう爆発しない。
8,Altair,0.0,0.0,0.1368,dead,私は光の墓標になった。
9,Vega,0.1611,0.827,0.3784,alive,私は失ったあとで、やっと安定した。
9,Sirius,0.1249,0.0,0.6462,alive,私は失ったあとで、やっと安定した。
9,Spica,0.0,0.1248,0.7391,dead,私は速すぎた。だから先に終わる。
9,Bellatrix,0.0,0.9275,0.5186,dead,私は速すぎた。だから先に終わる。
9,Altair,0.1609,0.9002,0.1744,alive,私はもう爆発しない。
9,Altair,0.0,0.4716,0.722,dead,私は光の墓標になった。
9,Vega,0.0,0.0,0.4922,dead,私は光の墓標になった。
9,Sirius,0.53,0.0,0.2417,alive,私はもう爆発しない。
9,Spica,0.0,0.0186,0.1431,dead,私は速すぎた。だから先に終わる。
9,Sirius,0.4833,0.8875,0.3539,alive,私はもう爆発しない。
9,Altair,0.5597,0.5259,0.4128,alive,私はもう爆発しない。
9,Vega,0.6059,0.3688,0.1189,alive,私はもう爆発しない。
9,Vega,0.1593,0.0,0.68,alive,私は失ったあとで、やっと安定した。
9,Alpha Centauri A,0.2716,0.8226,0.6818,alive,私は特別ではない。ただ、長く続くだけだ。
9,Altair,0.0,0.9552,0.2153,dead,私は光の墓標になった。
9,Altair,0.0,0.0,0.7023,dead,私は光の墓標になった。
9,Vega,0.0069,0.1164,0.0254,alive,私は失ったあとで、やっと安定した。
9,Altair,0.0638,0.78,0.0397,alive,私はもう爆発しない。
9,Sirius,0.1984,0.9497,0.1166,alive,私はもう爆発しない。
9,Altair,0.0,0.0,0.1358,dead,私は光の墓標になった。
10,Vega,0.1574,0.826,0.3822,alive,私は失ったあとで、やっと安定した。
10,Sirius,0.119,0.0,0.6517,alive,私はもう爆発しない。
10,Spica,0.0,0.1247,0.7377,dead,私は速すぎた。だから先に終わる。
10,Bellatrix,0.0,0.9262,0.517,dead,私は速すぎた。だから先に終わる。
10,Altair,0.145,0.9,0.1905,alive,私はもう爆発しない。
10,Altair,0.0,0.4714,0.7206,dead,私は光の墓標になった。
10,Vega,0.0,0.0,0.4914,dead,私は光の墓標になった。
10,Sirius,0.527,0.0,0.2367,alive,私は失ったあとで、やっと安定した。
10,Spica,0.0,0.0186,0.1421,dead,私は速すぎた。だから先に終わる。
10,Sirius,0.4773,0.8867,0.3614,alive,私はもう爆発しない。
10,Altair,0.5306,0.5258,0.4435,alive,私は失ったあとで、やっと安定した。
10,Vega,0.5999,0.3682,0.1268,alive,私は失ったあとで、やっと安定した。
10,Vega,0.1483,0.0,0.6907,alive,私は失ったあとで、やっと安定した。
10,Alpha Centauri A,0.271,0.8214,0.6825,alive,私は特別ではない。ただ、長く続くだけだ。
10,Altair,0.0,0.9548,0.2149,dead,私は光の墓標になった。
10,Altair,0.0,0.0,0.7013,dead,私は光の墓標になった。
10,Vega,0.0,0.1163,0.028,dead,私は光の墓標になった。
10,Altair,0.0,0.7797,0.102,dead,私は光の墓標になった。
10,Sirius,0.1878,0.9485,0.1271,alive,私はもう爆発しない。
10,Altair,0.0,0.0,0.1347,dead,私は光の墓標になった。
11,Vega,0.1538,0.8247,0.3856,alive,私はもう爆発しない。
11,Sirius,0.1131,0.0,0.6571,alive,私はもう爆発しない。
11,Spica,0.0,0.1247,0.7365,dead,私は速すぎた。だから先に終わる。
11,Bellatrix,0.0,0.9266,0.5156,dead,私は速すぎた。だから先に終わる。
11,Altair,0.1291,0.8989,0.2063,alive,私は失ったあとで、やっと安定した。
11,Altair,0.0,0.4716,0.7196,dead,私は光の墓標になった。
11,Vega,0.0,0.0,0.4904,dead,私は光の墓標になった。
11,Sirius,0.5239,0.0,0.2318,alive,私はもう爆発しない。
11,Spica,0.0,0.0186,0.1409,dead,私は速すぎた。だから先に終わる。
11,Sirius,0.4712,0.8853,0.3686,alive,私は失ったあとで、やっと安定した。
11,Altair,0.5014,0.5255,0.474,alive,私は失ったあとで、やっと安定した。
11,Vega,0.594,0.3683,0.1347,alive,私はもう爆発しない。
11,Vega,0.1372,0.0,0.7012,alive,私は失ったあとで、やっと安定した。
11,Alpha Centauri A,0.2704,0.8209,0.6832,alive,私は今日も、昨日と同じように燃えている。
11,Altair,0.0,0.9535,0.2139,dead,私は光の墓標になった。
11,Altair,0.0,0.0,0.7003,dead,私は光の墓標になった。
11,Vega,0.0,0.1162,0.028,dead,私は光の墓標になった。
11,Altair,0.0,0.7797,0.1003,dead,私は光の墓標になった。
11,Sirius,0.1772,0.9482,0.1378,alive,私はもう爆発しない。
11,Altair,0.0,0.0,0.133,dead,私は光の墓標になった。
12,Vega,0.1501,0.8241,0.3885,alive,私はもう爆発しない。
12,Sirius,0.1072,0.0,0.6622,alive,私は失ったあとで、やっと安定した。
12,Spica,0.0,0.1245,0.7354,dead,私は速すぎた。だから先に終わる。
12,Bellatrix,0.0,0.9266,0.514,dead,私は速すぎた。だから先に終わる。
12,Altair,0.1133,0.8982,0.222,alive,私はもう爆発しない。
12,Altair,0.0,0.4709,0.7181,dead,私は光の墓標になった。
12,Vega,0.0,0.0,0.4889,dead,私は光の墓標になった。
12,Sirius,0.5208,0.0,0.2274,alive,私は失ったあとで、やっと安定した。
12,Spica,0.0,0.0186,0.1403,dead,私は速すぎた。だから先に終わる。
12,Sirius,0.4651,0.8857,0.3761,alive,私はもう爆発しない。
12,Altair,0.4723,0.5258,0.5044,alive,私はもう爆発しない。
12,Vega,0.5881,0.3682,0.143,alive,私は失ったあとで、やっと安定した。
12,Vega,0.1261,0.0,0.7116,alive,私はもう爆発しない。
12,Alpha Centauri A,0.2699,0.8197,0.6839,alive,私は特別ではない。ただ、長く続くだけだ。
12,Altair,0.0,0.953,0.2127,dead,私は光の墓標になった。
12,Altair,0.0,0.0,0.6993,dead,私は光の墓標になった。
12,Vega,0.0,0.1161,0.0277,dead,私は光の墓標になった。
12,Altair,0.0,0.7799,0.1002,dead,私は光の墓標になった。
12,Sirius,0.1665,0.9475,0.1487,alive,私は失ったあとで、やっと安定した。
12,Altair,0.0,0.0,0.1321,dead,私は光の墓標になった。
13,Vega,0.1465,0.8244,0.3918,alive,私は失ったあとで、やっと安定した。
13,Sirius,0.1013,0.0,0.6672,alive,私は失ったあとで、やっと安定した。
13,Spica,0.0,0.1244,0.734,dead,私は速すぎた。だから先に終わる。
13,Bellatrix,0.0,0.9269,0.5132,dead,私は速すぎた。だから先に終わる。
13,Altair,0.0974,0.8974,0.2369,alive,私は失ったあとで、やっと安定した。
13,Altair,0.0,0.471,0.7169,dead,私は光の墓標になった。
13,Vega,0.0,0.0,0.4881,dead,私は光の墓標になった。
13,Sirius,0.5178,0.0,0.2235,alive,私は失ったあとで、やっと安定した。
13,Spica,0.0,0.0186,0.1397,dead,私は速すぎた。だから先に終わる。
13,Sirius,0.4591,0.8844,0.3834,alive,私はもう爆発しない。
13,Altair,0.4432,0.5259,0.5346,alive,私は失ったあとで、やっと安定した。
13,Vega,0.5821,0.3677,0.1508,alive,私は失ったあとで、やっと安定した。
13,Vega,0.1151,0.0,0.7221,alive,私はもう爆発しない。
13,Alpha Centauri A,0.2693,0.82,0.6846,alive,私は今日も、昨日と同じように燃えている。
13,Altair,0.0,0.9528,0.2112,dead,私は光の墓標になった。
13,Altair,0.0,0.0,0.6978,dead,私は光の墓標になった。
13,Vega,0.0,0.1159,0.0277,dead,私は光の墓標になった。
13,Altair,0.0,0.7788,0.0998,dead,私は光の墓標になった。
13,Sirius,0.1559,0.9466,0.1592,alive,私は失ったあとで、やっと安定した。
13,Altair,0.0,0.0,0.1304,dead,私は光の墓標になった。
14,Vega,0.1428,0.8239,0.3952,alive,私はもう爆発しない。
14,Sirius,0.0954,0.0,0.6726,alive,私は失ったあとで、やっと安定した。
14,Spica,0.0,0.1243,0.7327,dead,私は速すぎた。だから先に終わる。
14,Bellatrix,0.0,0.9259,0.5121,dead,私は速すぎた。だから先に終わる。
14,Altair,0.0815,0.8976,0.2518,alive,私は失ったあとで、やっと安定した。
14,Altair,0.0,0.4707,0.7155,dead,私は光の墓標になった。
14,Vega,0.0,0.0,0.4867,dead,私は光の墓標になった。
14,Sirius,0.5147,0.0,0.2194,alive,私はもう爆発しない。
14,Spica,0.0,0.0186,0.1382,dead,私は速すぎた。だから先に終わる。
14,Sirius,0.453,0.8837,0.3907,alive,私は失ったあとで、やっと安定した。
14,Altair,0.414,0.5258,0.5646,alive,私は失ったあとで、やっと安定した。
14,Vega,0.5762,0.3678,0.1586,alive,私はもう爆発しない。
14,Vega,0.104,0.0,0.7323,alive,私は失ったあとで、やっと安定した。
14,Alpha Centauri A,0.2687,0.8196,0.6854,alive,私は特別ではない。ただ、長く続くだけだ。
14,Altair,0.0,0.9528,0.2106,dead,私は光の墓標になった。
14,Altair,0.0,0.0,0.6966,dead,私は光の墓標になった。
14,Vega,0.0,0.1159,0.0287,dead,私は光の墓標になった。
14,Altair,0.0,0.7779,0.0997,dead,私は光の墓標になった。
14,Sirius,0.1453,0.9459,0.1692,alive,私は失ったあとで、やっと安定した。
14,Altair,0.0,0.0,0.1293,dead,私は光の墓標になった。
15,Vega,0.1392,0.8233,0.3983,alive,私は失ったあとで、やっと安定した。
15,Sirius,0.0895,0.0,0.6777,alive,私はもう爆発しない。
15,Spica,0.0,0.1243,0.7312,dead,私は速すぎた。だから先に終わる。
15,Bellatrix,0.0,0.9252,0.5106,dead,私は速すぎた。だから先に終わる。
15,Altair,0.0657,0.8976,0.2667,alive,私はもう爆発しない。
15,Altair,0.0,0.4708,0.7141,dead,私は光の墓標になった。
15,Vega,0.0,0.0,0.4855,dead,私は光の墓標になった。
15,Sirius,0.5116,0.0,0.2145,alive,私はもう爆発しない。
15,Spica,0.0,0.0186,0.1371,dead,私は速すぎた。だから先に終わる。
15,Sirius,0.447,0.8829,0.398,alive,私は失ったあとで、やっと安定した。
15,Altair,0.3849,0.5258,0.5945,alive,私はもう爆発しない。
15,Vega,0.5703,0.3678,0.1665,alive,私は失ったあとで、やっと安定した。
15,Vega,0.093,0.0,0.7425,alive,私は失ったあとで、やっと安定した。
