name,type,mass_solar,age_gyr,distance_pc,lifespan_gyr,papers
SimStar-0,star,16.260241314730163,0.007726050897617776,6418.364031550785,0.009379561461703349,1572
SimStar-1,star,17.639276840613505,0.004814399801042404,3894.6245410117826,0.00765240697959272,4142
SimStar-2,star,9.278105512648205,0.018746393990796677,7642.623601760254,0.038137457110600924,148
SimStar-3,star,7.075489659195187,0.06185758249675031,5671.689329619002,0.07509460695620203,1025
SimStar-4,star,9.279383216055244,0.019322103387209542,2294.299496015449,0.03812433034190512,3287
SimStar-5,star,3.4951766730371117,0.06626257202217696,5481.718229565046,0.4378518277755986,4796
SimStar-6,star,4.216036808653803,0.2047283797751685,5978.32120890814,0.2739927146621764,3444
SimStar-7,star,17.718909918675223,0.007408645866159514,2008.3863301268248,0.0075667171399610034,957
SimStar-8,star,2.413786608203287,0.04469773983620747,8331.792706462702,1.1047215254746,2914
SimStar-9,star,18.60572974092526,0.005437516475711236,6107.315963288612,0.006697045187333086,2682
SimStar-10,star,8.959073336908512,0.0028401145078489286,5218.32467051124,0.041623852211847806,926
SimStar-11,star,8.780121201263842,0.027899069872750128,2481.7797991064426,0.043777274796969315,2779
SimStar-12,star,24.94917231043022,0.0019474843849294275,5912.498472477441,0.0032163229070091837,4792
SimStar-13,star,22.450571825933128,0.0025237942246649878,8775.455045896882,0.004187274980032233,3696
SimStar-14,star,4.609281326590746,0.10408595710110667,8898.267335954568,0.21923856963490035,1665
SimStar-15,star,24.92307248307154,0.0021622153705904996,2503.9853539550572,0.0032247499795455487,4503
SimStar-16,star,16.192836333440855,0.003875564730387888,752.9735486016165,0.009477475799903391,952
SimStar-17,star,0.9634813057580485,10.20081216368008,5839.165690281369,10.974677541670083,196
SimStar-18,star,4.038317782246619,0.08818189378325782,8457.172598395471,0.3051397398614085,3523
SimStar-19,star,11.348165399170822,0.016426904612775746,4308.41680176753,0.023050792299196352,307
